,COD_MUNI__,perc_access,road_access,total_pop
138,1212,0.165459257558266,6386.298828125,38597.41015625
139,1216,0.19716798586919992,7157.05078125,36299.25390625
140,1221,0.16764857912968037,2737.81884765625,16330.701171875
141,405,0.40146661230512,6821.62109375,16991.751953125
142,701,0.466633099117653,57777.34375,123817.5
143,923,0.924190448615317,25635.234375,27738.04296875
144,206,0.3365766693626518,13490.59375,40081.78515625
145,902,0.9707698903403829,19485.69140625,20072.41015625
146,111,0.6625383789508756,21034.3046875,31748.0546875
147,2102,0.1406214489247708,8870.2900390625,63079.2109375
148,110,0.8285776040073258,187722.59375,226560.0625
149,901,0.9289997997725927,152313.421875,163954.203125
150,705,0.46191307363010703,31992.07421875,69259.9453125
151,1220,0.2572654660209676,6319.255859375,24563.171875
152,910,0.7533662068343356,8432.48828125,11193.080078125
153,1908,0.12459070429730383,775.4799194335938,6224.2197265625
154,911,0.41058418065093644,7933.7197265625,19323.00390625
155,914,0.6341840491788797,28211.2265625,44484.2890625
156,104,0.4647849165505988,2905.87841796875,6252.0927734375
157,912,0.17334366117074174,4834.61328125,27890.337890625
158,2101,0.400170457220173,61762.83984375,154341.328125
159,917,0.237049768265041,10143.23828125,42789.48828125
160,107,0.5686033467020297,42611.0859375,74939.9140625
161,913,0.6480529522368432,12239.4951171875,18886.56640625
162,2007,0.2467840171967906,14605.30859375,59182.5546875
163,706,0.46420080156841326,24418.3203125,52602.92578125
164,208,0.4119971401629027,7685.994140625,18655.455078125
165,207,0.30434999298203386,3773.460205078125,12398.423828125
166,704,0.5490181034839505,14018.318359375,25533.435546875
167,709,0.575155112958827,8098.251953125,14080.1181640625
168,2003,0.4164784418776679,5924.9296875,14226.2578125
169,404,0.343058665301841,15652.2177734375,45625.484375
170,106,0.7445971650667376,97446.6875,130871.6875
171,708,0.4078517410140787,2890.21826171875,7086.443359375
172,1222,0.25057241866763913,6453.9345703125,25756.763671875
173,1217,0.4907881204648288,19457.61328125,39645.6484375
174,702,0.554883370529171,2772.82373046875,4997.12890625
175,916,0.3574321715741687,5023.3056640625,14053.87109375
176,919,0.10051911945657563,2998.01611328125,29825.33203125
177,2002,0.13643655151944675,1202.6419677734375,8814.6611328125
178,2006,0.6715946288854706,17211.51171875,25627.828125
179,2103,0.1769638369068296,4692.6015625,26517.291015625
180,105,0.7152703174153404,45032.94140625,62959.33203125
181,710,0.8312938241425317,15318.6474609375,18427.4765625
182,714,0.5395652002141231,4174.53955078125,7736.8583984375
183,716,0.4589283917870146,2062.676513671875,4494.5498046875
184,2010,0.11215540406753666,1454.2384033203125,12966.2802734375
185,401,0.746168716125853,96269.9765625,129019.046875
186,0,0.8581534814951689,716.5809936523438,835.026611328125
187,0,0.8403959852041348,1263.67529296875,1503.66650390625
188,715,0.4917121916016245,3761.431640625,7649.6611328125
189,707,0.7495843682236721,7535.7890625,10053.2900390625
190,711,0.5178863067376288,3061.10205078125,5910.7607421875
191,415,0.4627708238179342,12271.26953125,26516.947265625
192,703,0.3348794662505154,940.7097778320312,2809.099609375
193,416,0.8308508341417874,21480.736328125,25853.90234375
194,407,0.26724489510667576,15086.826171875,56453.1875
195,304,0.6732086334962956,26492.103515625,39351.99609375
196,920,0.33455999939380615,46221.84765625,138157.125
197,109,0.8722916767085754,62349.48046875,71477.7890625
198,410,0.6129775908153711,5150.7255859375,8402.7958984375
199,2009,0.3340235012699209,9491.0625,28414.35546875
200,101,0.954106033448404,1019230.6875,1068257.25
201,108,0.9658635538839918,494229.0,511696.5
202,717,0.5413751689915498,6479.8642578125,11969.267578125
203,1108,0.26071169616593826,8652.0537109375,33186.2890625
204,305,0.7085092905770637,8000.11328125,11291.47265625
205,712,0.552033605004838,7610.69970703125,13786.66015625
206,1019,0.39017563271643513,27559.9765625,70634.796875
207,1003,0.3543052187581029,7670.13916015625,21648.39453125
208,2011,0.3230753592431809,6803.626953125,21058.947265625
209,409,0.4267299387005277,15329.212890625,35922.515625
210,718,0.354654278402886,4215.8076171875,11887.0908203125
211,922,0.12077386965944822,3555.53271484375,29439.5859375
212,1105,0.44642467561426874,11574.1875,25926.40625
213,2107,0.3654692480667416,16518.013671875,45196.7265625
214,921,0.15931592568808872,6853.5869140625,43018.84375
215,719,0.3429270957422355,16352.3955078125,47684.7578125
216,306,0.7364738844433257,22675.74609375,30789.61328125
217,1109,0.29132474808124004,12236.9697265625,42004.56640625
218,1018,0.39763753870151985,3146.116943359375,7912.02197265625
219,413,0.5509777129890898,19598.109375,35569.6953125
220,713,0.35015295831307536,11143.33203125,31824.18359375
221,1013,0.161116529984614,8710.6865234375,54064.51171875
222,303,0.6746535403274677,10885.173828125,16134.46484375
223,1017,0.7123897446124896,9097.517578125,12770.421875
224,414,0.7584088028577409,12694.646484375,16738.52734375
225,308,0.8651651357193648,23540.30859375,27209.03515625
226,103,0.8022808214081737,60819.3671875,75808.078125
227,1104,0.672127178466006,7966.32568359375,11852.408203125
228,1009,0.4506948217217229,9540.1953125,21167.75
229,307,0.6046277776199624,9540.673828125,15779.4169921875
230,102,0.9558708472234545,94264.3984375,98616.25
231,301,0.6960764413092634,34171.2109375,49091.17578125
232,408,0.13963293574740468,1689.7933349609375,12101.681640625
233,302,0.8166941828682409,16845.02734375,20625.869140625
234,411,0.38610068840373774,9207.5859375,23847.62890625
235,2104,0.2310377513609788,2124.13671875,9193.89453125
236,1103,0.4391281132954195,6537.6484375,14887.79296875
237,1008,0.6236325717419057,14203.1806640625,22774.91796875
238,2106,0.5180415867279949,13440.89453125,25945.58984375
239,1102,0.5064416945424516,15034.564453125,29686.6640625
240,2008,0.22372152377017931,3096.96044921875,13842.92578125
241,1001,0.7653051617177772,75314.984375,98411.703125
242,115,0.9267575871713151,517628.75,558537.375
243,309,0.818754886594102,12995.8564453125,15872.70703125
244,1101,0.34083772015617925,31486.52734375,92379.8203125
245,1015,0.12577646130391557,3151.46533203125,25056.08203125
246,2204,0.3193944006499246,4891.29443359375,15314.27734375
247,316,0.646518099210744,2562.979736328125,3964.281494140625
248,1010,0.38925468736115637,20533.79296875,52751.5625
249,1014,0.30776148840337675,13555.5146484375,44045.51953125
250,313,0.3712656279631038,4420.2392578125,11905.8671875
251,116,0.6596503222124462,104026.03125,157698.75
252,310,0.5021982961373913,5959.5263671875,11866.87890625
253,312,0.5984971652642256,22840.779296875,38163.5546875
254,113,0.8246333925965174,39760.359375,48215.80078125
255,1004,0.6933526856874028,13955.123046875,20127.01953125
256,117,0.9513076652001472,172854.0,181701.46875
257,2203,0.2572055955344372,6495.38671875,25253.67578125
258,2105,0.43722567303204535,8255.44921875,18881.4375
259,1011,0.3530856227577683,3228.224609375,9142.89453125
260,114,0.7567792922636808,88740.3359375,117260.5234375
261,311,0.355792937236468,6246.4912109375,17556.53515625
262,412,0.2425474496700948,8171.09765625,33688.65625
263,1012,0.5056814921111232,3398.989013671875,6721.6005859375
264,1006,0.4034139520710623,15462.470703125,38329.04296875
265,603,0.46884428343864254,8873.423828125,18926.1640625
266,314,0.20013215748375177,5788.82421875,28925.0078125
267,605,0.44397226868435774,6150.56982421875,13853.5
268,604,0.11973324599052326,3017.460205078125,25201.5234375
269,614,0.3595408420396755,12027.5849609375,33452.625
270,1005,0.1856603088036482,1867.776611328125,10060.1826171875
271,2202,0.5391718093776433,10572.2451171875,19608.3046875
272,1020,0.23197332506459503,5049.7666015625,21768.73828125
273,2201,0.35268551011941424,51537.93359375,146130.0
274,1016,0.3805779003072105,3994.9462890625,10497.052734375
275,501,0.5541521154579746,89112.9765625,160809.59375
276,504,0.48627163496346615,12035.68359375,24750.947265625
277,511,0.48817129469718873,31302.8515625,64122.6796875
278,2205,0.22337158526369888,9616.3701171875,43051.0
279,502,0.5263766465403783,71321.921875,135495.984375
280,612,0.3977461918417493,5557.0732421875,13971.4052734375
281,512,0.3921935828697908,7227.47509765625,18428.3359375
282,1107,0.36656118226456286,13648.984375,37235.21484375
283,602,0.352430173214862,16978.130859375,48174.453125
284,2217,0.1757938455750167,3792.671875,21574.54296875
285,2216,0.24629439141786474,3491.261962890625,14175.158203125
286,601,0.3138022137139654,13661.7373046875,43536.140625
287,613,0.1899695226012496,4931.96240234375,25961.861328125
288,506,0.41887156512316226,25291.416015625,60379.8828125
289,513,0.6070460874428629,40489.85546875,66699.8046875
290,508,0.276837080488012,5068.42626953125,18308.3359375
291,503,0.5053938403310443,23518.28125,46534.5625
292,606,0.11102809067602296,2824.763671875,25441.8828125
293,2206,0.25941041628230566,4226.44775390625,16292.513671875
294,2212,0.24357843110837216,6532.443359375,26818.64453125
295,505,0.425875361931548,20144.79296875,47302.0859375
296,2207,0.25317325846485694,4099.8056640625,16193.67578125
297,610,0.1472689873361766,3253.425048828125,22091.71875
298,2211,0.10212237966418004,2956.23046875,28947.919921875
299,2209,0.2586491318832434,1507.9207763671875,5829.98583984375
300,609,0.28876528049975747,7070.41845703125,24485.001953125
301,608,0.21380366468044193,10812.5390625,50572.28125
302,2210,0.2402733079204193,2561.282958984375,10659.873046875
303,2208,0.3233939645439479,1798.347412109375,5560.8564453125
304,611,0.2834914669497659,4490.587890625,15840.29296875
305,607,0.1976872231464583,2024.0418701171875,10238.607421875
306,2213,0.3194596295068897,6495.5439453125,20332.91015625
307,2214,0.25651573385150783,10513.35546875,40985.2265625
308,509,0.6766183857094588,36936.5078125,54589.8671875
309,510,0.4283775193109068,5325.048828125,12430.73828125
310,2215,0.1705168444583928,1673.491943359375,9814.232421875
311,1616,0.5334366491482344,21548.1484375,40394.953125
312,1322,0.12405942246844828,2287.58984375,18439.46875
313,1330,0.0,0.0,7586.462890625
314,1306,0.1590311290269485,5585.7646484375,35123.71875
315,1315,0.10198614028789195,3777.261474609375,37037.0078125
316,1613,0.41948390051033024,29958.79296875,71418.21875
317,315,0.5836283069299204,5842.66650390625,10010.9375
318,1617,0.39040263441177836,13526.359375,34647.203125
319,1701,0.3003139880164226,18140.0546875,60403.62890625
320,1702,0.2450849395044873,1421.71044921875,5800.888671875
321,1704,0.13264084759888328,5952.7373046875,44878.61328125
322,1703,0.5499880256405496,34133.87890625,62062.94921875
323,1709,0.11424409406446233,9254.8310546875,81009.2734375
324,1705,0.13703902946900037,9576.62890625,69882.4921875
325,1711,0.17036008101842154,3891.36962890625,22842.02734375
326,1713,0.145396177504797,7795.9169921875,53618.4453125
327,1218,0.5891207586537558,11939.216796875,20266.162109375
328,1230,0.45003500673230457,11238.66796875,24972.875
329,1106,0.16644904752322212,9457.224609375,56817.53515625
330,1002,0.42086035096467955,11696.75390625,27792.482421875
331,1021,0.09865239254019728,1204.6876220703125,12211.4384765625
332,1007,0.15399187980267343,2085.046142578125,13539.974609375
333,2001,0.3987321421592488,40331.48828125,101149.328125
334,1902,0.4166719803402579,5105.146484375,12252.1953125
335,1910,0.19324672855667657,1951.0665283203125,10096.24609375
336,1911,0.264393197879468,1985.2763671875,7508.802734375
337,1901,0.37835633606761815,24455.41796875,64635.94140625
338,1714,0.14385748595301545,1361.3548583984375,9463.21875
339,1710,0.2281477429021651,28178.61328125,123510.375
340,1712,0.22494923950781515,15314.0556640625,68077.828125
341,1708,0.16529222026469817,6928.13818359375,41914.484375
342,1707,0.25012020322137546,8274.4755859375,33081.99609375
343,1706,0.25786844643627255,4589.650390625,17798.41796875
344,1333,0.0032493477000889934,8.566481590270996,2636.36962890625
345,1332,0.00014807640072689543,2.839526653289795,19176.091796875
346,514,0.3895258493751883,10819.1748046875,27775.2421875
347,507,0.5074459809227042,18335.763671875,36133.4296875
